DateTime,Sourceip,Destinationip,Sourceport,Destinationport,OS,Flags,Protocol,TTL,Length,Comments
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:29,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:29,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,A,TCP,57,1500,[SAFE]
12-02-2022 15:10:30,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:30,103.41.21.176,192.168.1.3,443,56927,O,PA,TCP,57,649,[SAFE]
12-02-2022 15:10:30,104.26.14.166,192.168.1.3,443,56946,O,FA,TCP,55,40,[SAFE]
12-02-2022 15:10:30,192.168.1.3,104.26.14.166,56946,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:31,192.168.1.3,192.168.1.1,56101,53,W,N,UDP,128,66,[SAFE]
12-02-2022 15:10:31,192.168.1.1,192.168.1.3,53,56101,L,N,UDP,64,112,[SAFE]
12-02-2022 15:10:31,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:31,192.168.1.3,103.41.21.176,56927,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:31,192.168.1.3,54.192.171.73,57022,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:31,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:31,54.192.171.73,192.168.1.3,443,57022,O,A,TCP,244,52,[SAFE]
12-02-2022 15:10:31,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:31,72.251.249.14,192.168.1.3,443,63788,O,A,TCP,48,40,[SAFE]
12-02-2022 15:10:31,192.168.1.3,216.58.196.99,63794,443,W,S,TCP,128,52,[PORT]
12-02-2022 15:10:31,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:31,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:31,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1126,[SAFE]
12-02-2022 15:10:31,216.58.196.99,192.168.1.3,443,63794,O,SA,TCP,120,52,[SAFE]
12-02-2022 15:10:31,192.168.1.3,216.58.196.99,63794,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:32,192.168.1.3,216.58.196.99,63794,443,W,PA,TCP,128,557,[PORT]
12-02-2022 15:10:32,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,69,[PORT]
12-02-2022 15:10:32,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,69,[PORT]
12-02-2022 15:10:32,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,111,[PORT]
12-02-2022 15:10:32,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,97,[PORT]
12-02-2022 15:10:32,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,806,[PORT]
12-02-2022 15:10:33,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,62,[PORT]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:33,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,187,[PORT]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,63794,O,A,TCP,120,40,[SAFE]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,104,[SAFE]
12-02-2022 15:10:33,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:33,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,63794,O,A,TCP,120,1470,[SAFE]
12-02-2022 15:10:33,216.58.196.99,192.168.1.3,443,63794,O,PA,TCP,120,1470,[SAFE]
12-02-2022 15:10:33,192.168.1.3,216.58.196.99,63794,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:34,216.58.196.99,192.168.1.3,443,63794,O,A,TCP,120,1470,[SAFE]
12-02-2022 15:10:34,216.58.196.99,192.168.1.3,443,63794,O,PA,TCP,120,76,[SAFE]
12-02-2022 15:10:34,192.168.1.3,216.58.196.99,63794,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:34,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,1022,[SAFE]
12-02-2022 15:10:34,192.168.1.3,216.58.196.99,63794,443,W,PA,TCP,128,104,[PORT]
12-02-2022 15:10:34,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:34,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,65,[PORT]
12-02-2022 15:10:34,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:34,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,64,[PORT]
12-02-2022 15:10:35,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,62,[PORT]
12-02-2022 15:10:35,216.58.196.99,192.168.1.3,443,63794,O,A,TCP,120,40,[SAFE]
12-02-2022 15:10:35,216.58.196.99,192.168.1.3,443,63794,O,PA,TCP,120,648,[SAFE]
12-02-2022 15:10:35,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:35,192.168.1.3,216.58.196.99,63794,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:35,192.168.1.3,34.120.155.137,57027,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:35,34.120.155.137,192.168.1.3,443,57027,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:35,192.168.1.3,52.74.198.144,57026,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:36,52.74.198.144,192.168.1.3,443,57026,O,A,TCP,236,52,[SAFE]
12-02-2022 15:10:36,192.168.1.3,199.232.253.108,57016,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:36,192.168.1.3,44.239.145.70,57025,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:36,199.232.253.108,192.168.1.3,443,57016,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:36,192.168.1.3,142.250.194.66,57030,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:36,192.168.1.3,130.211.23.194,56960,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:36,142.250.194.66,192.168.1.3,443,57030,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:36,130.211.23.194,192.168.1.3,443,56960,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:37,44.239.145.70,192.168.1.3,443,57025,O,A,TCP,229,52,[SAFE]
12-02-2022 15:10:37,192.168.1.3,142.250.194.98,63738,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:37,142.250.194.98,192.168.1.3,443,63738,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:37,192.168.1.3,13.107.42.14,63735,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:37,192.168.1.3,142.250.194.226,63746,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:37,142.250.194.226,192.168.1.3,443,63746,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:37,13.107.42.14,192.168.1.3,443,63735,O,A,TCP,111,52,[SAFE]
12-02-2022 15:10:37,192.168.1.3,103.229.206.241,63747,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:37,103.229.206.241,192.168.1.3,443,63747,O,A,TCP,48,52,[SAFE]
12-02-2022 15:10:37,192.168.1.3,104.91.67.207,57019,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:38,104.91.67.207,192.168.1.3,443,57019,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:38,192.168.1.3,34.202.127.8,56971,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:38,192.168.1.3,104.18.99.194,63752,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:38,192.168.1.3,142.251.10.155,63751,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:38,104.18.99.194,192.168.1.3,443,63752,O,A,TCP,55,52,[SAFE]
12-02-2022 15:10:38,142.251.10.155,192.168.1.3,443,63751,O,A,TCP,119,52,[SAFE]
12-02-2022 15:10:38,192.168.1.3,199.232.253.108,63754,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:39,199.232.253.108,192.168.1.3,443,63754,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:39,34.202.127.8,192.168.1.3,443,56971,O,A,TCP,232,52,[SAFE]
12-02-2022 15:10:39,192.168.1.3,239.255.255.250,57246,1900,O,N,UDP,1,201,[SAFE]
12-02-2022 15:10:39,192.168.1.3,35.190.60.146,63758,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:39,35.190.60.146,192.168.1.3,443,63758,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:39,192.168.1.3,35.213.12.39,57000,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:39,192.168.1.3,103.229.206.241,63742,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:39,192.168.1.3,204.79.197.200,57032,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:39,204.79.197.200,192.168.1.3,443,57032,O,A,TCP,117,52,[SAFE]
12-02-2022 15:10:39,35.213.12.39,192.168.1.3,443,57000,O,A,TCP,52,52,[SAFE]
12-02-2022 15:10:39,103.229.206.241,192.168.1.3,443,63742,O,A,TCP,48,52,[SAFE]
12-02-2022 15:10:39,192.168.1.3,239.255.255.250,57246,1900,O,N,UDP,1,201,[SAFE]
12-02-2022 15:10:39,192.168.1.3,23.1.12.187,63765,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:40,23.1.12.187,192.168.1.3,443,63765,O,A,TCP,55,52,[SAFE]
12-02-2022 15:10:40,192.168.1.3,35.155.174.122,63760,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:40,192.168.1.3,103.43.90.181,63769,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:40,192.168.1.3,103.43.90.181,63770,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:40,103.43.90.181,192.168.1.3,443,63769,O,A,TCP,51,40,[SAFE]
12-02-2022 15:10:40,103.43.90.181,192.168.1.3,443,63770,O,A,TCP,51,52,[SAFE]
12-02-2022 15:10:40,35.155.174.122,192.168.1.3,443,63760,O,A,TCP,227,52,[SAFE]
12-02-2022 15:10:40,192.168.1.3,35.155.174.122,63757,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:41,192.168.1.3,104.254.148.196,63767,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:41,35.155.174.122,192.168.1.3,443,63757,O,A,TCP,226,52,[SAFE]
12-02-2022 15:10:41,104.254.148.196,192.168.1.3,443,63767,O,A,TCP,47,40,[SAFE]
12-02-2022 15:10:41,192.168.1.3,239.255.255.250,57246,1900,O,N,UDP,1,201,[SAFE]
12-02-2022 15:10:41,192.168.1.3,52.223.2.229,57015,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:41,52.223.2.229,192.168.1.3,443,57015,O,A,TCP,242,52,[SAFE]
12-02-2022 15:10:41,192.168.1.3,104.16.68.69,63777,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:41,104.16.68.69,192.168.1.3,443,63777,O,A,TCP,55,52,[SAFE]
12-02-2022 15:10:41,192.168.1.3,13.88.42.153,63774,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:42,192.168.1.3,104.91.64.245,57009,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:42,192.168.1.3,239.255.255.250,57246,1900,O,N,UDP,1,201,[SAFE]
12-02-2022 15:10:42,104.91.64.245,192.168.1.3,443,57009,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:42,192.168.1.3,65.2.49.99,63763,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:42,65.2.49.99,192.168.1.3,443,63763,O,A,TCP,239,52,[SAFE]
12-02-2022 15:10:42,13.88.42.153,192.168.1.3,443,63774,O,A,TCP,43,52,[SAFE]
12-02-2022 15:10:42,192.168.1.3,209.54.177.54,63737,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:43,192.168.1.3,104.26.10.209,63780,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:43,104.26.10.209,192.168.1.3,443,63780,O,A,TCP,55,52,[SAFE]
12-02-2022 15:10:43,192.168.1.3,52.223.40.198,57028,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:43,192.168.1.3,104.91.64.245,57029,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:44,52.223.40.198,192.168.1.3,443,57028,O,A,TCP,242,52,[SAFE]
12-02-2022 15:10:44,104.91.64.245,192.168.1.3,443,57029,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:44,192.168.1.3,35.213.12.39,63736,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:44,192.168.1.3,107.178.244.193,63743,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:44,107.178.244.193,192.168.1.3,443,63743,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:44,192.168.1.3,23.211.200.40,63783,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:44,209.54.177.54,192.168.1.3,443,63737,O,A,TCP,222,40,[SAFE]
12-02-2022 15:10:44,35.213.12.39,192.168.1.3,443,63736,O,A,TCP,46,52,[SAFE]
12-02-2022 15:10:44,23.211.200.40,192.168.1.3,443,63783,O,A,TCP,55,52,[SAFE]
12-02-2022 15:10:44,192.168.1.3,104.26.11.209,63784,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:45,104.26.11.209,192.168.1.3,443,63784,O,A,TCP,55,52,[SAFE]
12-02-2022 15:10:45,192.168.1.3,13.231.102.58,63781,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:45,13.231.102.58,192.168.1.3,443,63781,O,A,TCP,230,52,[SAFE]
12-02-2022 15:10:45,192.168.1.3,51.75.146.159,63782,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:45,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:45,192.168.1.3,51.75.146.159,63790,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:45,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:45,192.168.1.3,34.107.148.139,56966,443,W,A,TCP,128,1470,[PORT]
12-02-2022 15:10:46,192.168.1.3,34.107.148.139,56966,443,W,PA,TCP,128,181,[PORT]
12-02-2022 15:10:46,34.107.148.139,192.168.1.3,443,56966,O,A,TCP,120,40,[SAFE]
12-02-2022 15:10:46,34.107.148.139,192.168.1.3,443,56966,O,A,TCP,120,40,[SAFE]
12-02-2022 15:10:46,34.107.148.139,192.168.1.3,443,56966,O,PA,TCP,120,79,[SAFE]
12-02-2022 15:10:46,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:46,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:46,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,186,[PORT]
12-02-2022 15:10:46,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,1274,[PORT]
12-02-2022 15:10:46,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:46,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,230,[PORT]
12-02-2022 15:10:47,192.168.1.3,34.107.148.139,56966,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,540,[SAFE]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,104,[SAFE]
12-02-2022 15:10:47,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,55,[SAFE]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:47,51.75.146.159,192.168.1.3,443,63782,O,A,TCP,48,52,[SAFE]
12-02-2022 15:10:47,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:47,51.75.146.159,192.168.1.3,443,63790,O,A,TCP,48,52,[SAFE]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,56966,O,PA,TCP,120,106,[SAFE]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,56966,O,PA,TCP,120,457,[SAFE]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,56966,O,PA,TCP,120,258,[SAFE]
12-02-2022 15:10:47,34.107.148.139,192.168.1.3,443,56966,O,PA,TCP,120,79,[SAFE]
12-02-2022 15:10:47,192.168.1.3,34.107.148.139,56966,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:47,192.168.1.3,34.107.148.139,56966,443,W,PA,TCP,128,79,[PORT]
12-02-2022 15:10:47,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,540,[PORT]
12-02-2022 15:10:48,34.107.148.139,192.168.1.3,443,56966,O,A,TCP,120,40,[SAFE]
12-02-2022 15:10:48,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,741,[SAFE]
12-02-2022 15:10:48,192.168.1.3,34.107.148.139,52532,443,W,N,UDP,128,63,[PORT]
12-02-2022 15:10:48,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,55,[SAFE]
12-02-2022 15:10:48,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:48,34.107.148.139,192.168.1.3,443,52532,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:48,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,91,[SAFE]
12-02-2022 15:10:48,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,63,[PORT]
12-02-2022 15:10:48,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:49,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,64,[PORT]
12-02-2022 15:10:49,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:49,192.168.1.3,216.58.196.99,57242,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:49,192.168.1.3,52.74.13.196,63753,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:49,216.58.196.99,192.168.1.3,443,57242,O,N,UDP,57,53,[SAFE]
12-02-2022 15:10:49,192.168.1.3,52.76.126.3,63771,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:49,192.168.1.3,35.227.202.26,63755,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:49,35.227.202.26,192.168.1.3,443,63755,O,A,TCP,120,52,[SAFE]
12-02-2022 15:10:50,52.74.13.196,192.168.1.3,443,63753,O,A,TCP,44,52,[SAFE]
12-02-2022 15:10:50,52.76.126.3,192.168.1.3,443,63771,O,A,TCP,236,52,[SAFE]
12-02-2022 15:10:50,192.168.1.3,54.255.221.35,57031,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:50,54.255.221.35,192.168.1.3,443,57031,O,A,TCP,236,52,[SAFE]
12-02-2022 15:10:50,192.168.1.3,169.197.150.7,63791,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:50,192.168.1.3,169.197.150.7,63789,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:50,169.197.150.7,192.168.1.3,443,63791,O,R,TCP,50,40,[SAFE]
12-02-2022 15:10:50,192.168.1.3,142.250.193.68,59309,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:50,192.168.1.3,142.250.193.68,59309,443,W,N,UDP,128,107,[PORT]
12-02-2022 15:10:50,192.168.1.3,142.250.193.68,54870,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:50,192.168.1.3,142.250.193.68,54870,443,W,N,UDP,128,106,[PORT]
12-02-2022 15:10:51,192.168.1.3,104.91.64.245,63793,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:51,192.168.1.3,104.91.64.245,63779,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:51,104.91.64.245,192.168.1.3,443,63793,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:51,104.91.64.245,192.168.1.3,443,63779,O,A,TCP,54,52,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,59309,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,54870,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:51,169.197.150.7,192.168.1.3,443,63789,O,R,TCP,50,40,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,59309,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,59309,O,N,UDP,57,650,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,54870,O,N,UDP,57,1278,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,54870,O,N,UDP,57,650,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,54870,O,N,UDP,57,54,[SAFE]
12-02-2022 15:10:51,142.250.193.68,192.168.1.3,443,59309,O,N,UDP,57,54,[SAFE]
12-02-2022 15:10:51,192.168.1.3,142.250.193.68,54870,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:51,192.168.1.3,142.250.193.68,59309,443,W,N,UDP,128,1278,[PORT]
12-02-2022 15:10:51,192.168.1.3,142.250.193.68,54870,443,W,N,UDP,128,107,[PORT]
12-02-2022 15:10:52,192.168.1.3,142.250.193.68,59309,443,W,N,UDP,128,106,[PORT]
12-02-2022 15:10:52,192.168.1.3,142.250.193.68,54870,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:52,192.168.1.3,142.250.193.68,59309,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:52,142.250.193.68,192.168.1.3,443,59309,O,N,UDP,57,104,[SAFE]
12-02-2022 15:10:52,142.250.193.68,192.168.1.3,443,54870,O,N,UDP,57,104,[SAFE]
12-02-2022 15:10:52,192.168.1.3,142.250.193.68,54870,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:52,192.168.1.3,142.250.193.68,59309,443,W,N,UDP,128,61,[PORT]
12-02-2022 15:10:53,52.220.112.148,192.168.1.3,443,56973,O,FA,TCP,236,40,[SAFE]
12-02-2022 15:10:53,52.220.112.148,192.168.1.3,443,56973,O,PA,TCP,236,86,[SAFE]
12-02-2022 15:10:53,52.220.112.148,192.168.1.3,443,56973,O,PA,TCP,236,71,[SAFE]
12-02-2022 15:10:53,192.168.1.3,52.220.112.148,56973,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:53,192.168.1.3,52.220.112.148,56973,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:53,192.168.1.3,52.220.112.148,56973,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:53,192.168.1.3,52.220.112.148,56973,443,W,FA,TCP,128,40,[PORT]
12-02-2022 15:10:54,192.168.1.3,52.220.112.148,56973,443,W,RA,TCP,128,40,[PORT]
12-02-2022 15:10:54,52.220.112.148,192.168.1.3,443,56973,O,A,TCP,236,40,[SAFE]
12-02-2022 15:10:54,34.202.127.8,192.168.1.3,443,56987,O,FA,TCP,232,40,[SAFE]
12-02-2022 15:10:54,34.202.127.8,192.168.1.3,443,56987,O,PA,TCP,232,86,[SAFE]
12-02-2022 15:10:54,34.202.127.8,192.168.1.3,443,56987,O,PA,TCP,232,71,[SAFE]
12-02-2022 15:10:54,192.168.1.3,34.202.127.8,56987,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:54,192.168.1.3,34.202.127.8,56987,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:54,192.168.1.3,34.202.127.8,56987,443,W,A,TCP,128,40,[PORT]
12-02-2022 15:10:54,192.168.1.3,104.91.64.23,57020,443,W,A,TCP,128,41,[PORT]
12-02-2022 15:10:55,104.91.64.23,192.168.1.3,443,57020,O,A,TCP,54,40,[SAFE]
12-02-2022 15:10:55,192.168.1.3,34.202.127.8,56987,443,W,RA,TCP,128,40,[PORT]
12-02-2022 15:10:55,192.168.1.3,142.250.182.162,56970,443,W,FA,TCP,128,40,[PORT]
12-02-2022 15:10:55,192.168.1.3,142.250.194.98,56959,443,W,FA,TCP,128,40,[PORT]
12-02-2022 15:10:55,192.168.1.3,172.217.27.162,56957,443,W,FA,TCP,128,40,[PORT]
12-02-2022 15:10:55,192.168.1.3,103.41.21.176,56927,443,W,PA,TCP,128,844,[PORT]
12-02-2022 15:10:56,142.250.182.162,192.168.1.3,443,56970,O,FA,TCP,120,40,[SAFE]
